,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
MTHFD2,10.50302691,10.2108223,10.49004097,10.72654224,10.70200429,10.39124359,9.954631925,10.60695713,10.51283027,10.32766631,10.81427007,11.45685937,10.43846209,10.59851817,10.50700603,10.93554912,10.53887835,10.43718217,11.05137051,11.8995772,11.2909293
MTHFD2L,8.50758544,7.897974193,8.301730095,8.301196602,8.137456698,8.599912842,8.236537285,8.426590373,8.247193757,8.406528662,8.055363907,9.383137838,8.730378736,8.555328972,9.395095685,8.771046487,9.055411767,8.764640559,9.244663802,8.994299027,8.452838593
MTHFD2P1,4.455714586,4.912193105,3.725874725,2.820456146,4.762642407,4.34553831,5.224243423,3.430004409,3.98370975,4.598906429,3.813708614,4.524636513,4.866732405,5.062494996,4.02335658,4.707429296,3.265586831,4.297210327,4.189407018,4.349287972,5.270424277
MTHFR,11.20476717,11.25158522,11.0333711,10.92152946,10.94448179,11.02522263,10.95796533,10.75066697,10.67384175,10.82852548,11.14245524,10.96897379,10.72815693,10.77778724,10.58104523,10.22153065,10.49000194,10.28836664,10.96510033,10.76504416,10.82518025
MTHFS,9.097090371,8.371572752,8.862021097,8.77917046,8.871246739,8.77148947,8.81345733,8.934150182,9.265543536,8.510863103,9.064980942,9.23513919,8.531779043,7.968778921,9.050509425,8.649374235,8.654908931,8.602507501,9.127843186,9.263209994,7.720167938
MTHFSD,9.179852147,8.849734431,8.879977897,8.887303753,8.963656149,8.550746785,8.667405235,8.673924019,8.980949147,8.341580989,9.085342237,8.844732841,8.763126442,8.640914044,8.599882978,8.632768989,8.844555191,8.807792469,8.808775777,9.005756006,8.461708794
MTIF2,10.60477521,10.13388984,10.41967004,10.27727398,10.2823283,10.39957701,10.12079252,10.44323734,10.55588009,10.28234452,10.40381945,10.67878021,10.38758053,10.23360128,10.85813788,11.08760349,10.73775175,10.33648319,10.56842733,11.00263226,10.351374
MTIF3,9.795541539,9.759210029,9.564371533,9.609179749,9.779313017,9.756556323,9.512740855,9.566407108,9.660008195,9.655036194,9.834869942,9.532078383,9.899816983,10.10582315,10.0570912,10.24024784,9.79684852,9.362393228,9.608610326,10.04951808,9.892879498
MTLN,8.074221178,8.061412563,7.782384888,8.181685887,8.539366091,8.294620749,8.430175184,7.882030388,8.042910454,8.453709725,8.094010663,7.536309536,7.594933518,8.157748366,7.850915433,7.366192001,6.817471287,7.241581514,7.202746054,7.173926055,7.377788586
MTM1,9.400985918,9.659732065,9.380599407,9.414546156,9.45166665,9.398743692,9.438838707,9.448790016,9.451575197,9.907225114,9.398124175,9.39969081,9.674540114,9.843556268,9.75057973,9.292211109,9.312723255,9.768989311,9.675521209,9.12664288,9.849118741
MTMR1,10.09676824,10.28966191,10.38456058,10.30259316,10.22437266,10.05528244,10.0799396,10.3028989,10.36944889,10.31086096,10.06485208,10.60192443,10.24995948,10.01973574,10.52261435,10.17232652,10.37077552,10.31242441,10.51512691,10.41681435,10.28079963
MTMR10,10.64563773,10.46084397,10.76285219,10.42671031,10.58551919,10.40427942,10.25694204,10.54172185,10.48719628,10.63560968,10.57055676,11.15350547,10.77357301,11.03644709,10.99847292,10.93797047,10.84316173,10.87662945,10.90239414,10.91759551,10.86593474
MTMR11,9.304163528,9.902647847,9.320947633,9.421872375,10.04723815,9.842350343,10.41336604,10.48526292,10.29040652,9.807745047,9.907885065,7.293773122,9.805765674,9.535365306,9.294020561,9.634952984,9.993407847,8.609508048,9.708659718,7.226911297,9.751983191
MTMR12,11.84448379,11.14497607,11.84924738,11.54629004,11.24401604,11.25709314,10.43071679,11.48983478,11.38996822,10.63900191,11.7646487,12.06384734,11.6064618,11.15948626,11.89504065,11.40828417,11.4579172,11.69116508,12.27254635,12.03296178,10.98877933
MTMR14,10.10628824,10.43544829,10.17774657,10.01520019,10.29461724,10.05663772,9.979491956,10.1589911,10.1431162,10.25420905,10.33076596,9.484794318,10.03829894,9.95380051,9.991275989,9.773422395,9.822320069,10.03289633,10.34176712,9.282815828,9.928909565
MTMR2,10.4660753,10.66800349,10.60629137,10.58881498,10.32718211,10.70476824,10.79497151,10.54094736,10.61632847,10.79295328,10.49266734,10.85126032,10.92461144,11.25565248,10.99138435,10.82344117,10.8926072,10.89782823,10.78788767,10.81952445,11.2909293
MTMR3,12.35966272,12.14554314,12.38124695,12.16540961,12.07714534,12.33510279,12.11659736,12.1805481,11.95198787,12.07577961,12.27938698,12.38219157,12.02717697,11.93376191,12.03592138,11.91260197,12.22633641,12.08399928,12.05558194,12.27108201,11.91108178
MTMR4,10.81466191,11.19379181,11.26404639,10.97187328,11.33124623,11.00492268,11.26554835,11.10870498,11.02832722,11.12508054,11.28026893,11.34855992,11.57704875,10.87251913,11.01363697,11.21745254,11.60202533,11.36036664,11.10305619,11.70525179,11.44815962
MTMR6,10.84408181,10.72763935,10.85893986,10.7612571,10.59182463,11.18363538,10.83851576,10.850891,10.59406304,11.108354,10.46241178,11.4759034,11.21204058,11.20254861,11.44306845,11.3156118,11.01762479,11.28248688,11.60111186,11.26363627,11.5019797
MTMR7,7.736939307,8.512061983,8.471301566,8.182591053,7.461837858,9.746312766,10.545551,8.974581533,7.943670448,10.30963197,8.320729855,8.452175195,8.583876417,9.103028743,9.420253711,8.151135012,7.898975613,8.884268939,8.527687535,8.434724404,8.982122217
MTMR8,6.966350795,6.902886059,6.875005625,6.536676526,7.32976634,6.845490051,6.89348366,7.181784161,7.041576089,7.242998852,7.222375175,6.952528495,6.882316748,6.615212051,7.612189634,6.435185389,7.190702533,6.695820628,7.112633205,7.209444,6.516401143
MTMR9,10.56152844,10.71285738,10.59030048,10.62503345,10.3269808,10.75931399,10.79652195,10.69066084,10.57011725,11.03713373,10.59594819,11.13489989,11.0324856,11.10821394,10.89892606,10.7479173,10.92760246,10.99648292,10.92194329,10.85910558,11.18532547
MTMR9LP,8.981852655,9.478317168,8.806799843,8.800729027,9.290052439,8.930737338,9.205281503,8.607463392,9.03168169,8.821773677,8.835038828,8.599425498,8.75338022,9.210677589,8.51644329,8.346035795,8.250259474,8.158248764,8.155290487,9.178707476,8.727742123
MTNR1A,5.580255947,3.320002079,5.880700317,6.271876383,4.805228063,5.321928095,1.576443107,5.571588701,6.162187904,3.665077206,4.746567833,5.033700108,5.0264468,3.385051762,5.969545911,4.601355898,5.476377475,5.762969716,6.400435383,5.77111977,3.742629378
MTNR1B,1.048540275,3.168087115,0,1.019859233,1.022293307,3.169925001,2.792264999,2.006121011,2.290064536,4.35034312,1.022117749,0,0,1.615080144,3.16582343,1.687435883,0,2.653220028,0.993402377,1.107816764,3.034203767
MTO1,9.661584703,10.11047862,9.403299797,9.500141291,9.855157875,9.663558104,9.784561112,9.76958926,9.877974634,10.04395893,9.79475057,9.957506393,9.926916213,10.11642676,9.92525039,9.873825578,9.390101853,9.936877475,9.687207047,9.792218138,9.782703138
MTOR,12.04018661,12.00076617,12.27131355,12.06788214,12.19709066,12.05358654,11.7649532,12.11444656,12.11252905,11.87306203,12.02550774,12.45517335,12.0107014,11.67404941,11.78724507,12.10873972,12.38237727,11.99149125,11.95334708,12.42206483,11.92559695
MTOR-AS1,3.323794032,2.583463769,2.868729054,3.0595777,1.620296556,2.321928095,3.304072269,3.179626574,3.649658999,3.290182753,1.022117749,3.338320657,3.310109093,2.86070061,2.803722481,1.064653506,1.116058605,2.653220028,3.78223543,2.215633528,3.498873484
MTPAP,10.05283664,9.923457172,10.07899747,9.914553671,10.00617401,9.997377097,10.03840204,9.751227824,9.984806579,9.934223541,9.786400657,10.66398942,10.19544156,10.49842252,10.31749375,10.33552502,10.51592849,10.29704707,10.23752269,10.52225524,10.41660876
MTPN,10.73850712,11.31339113,10.87839283,10.89425541,10.82045614,11.17055104,11.21261772,11.14546843,11.05141487,11.47029396,10.82769308,10.86424451,11.55841023,11.8356483,11.27857196,11.4224235,11.24855151,11.37409683,11.26613937,10.6965588,11.89564769
MTR,12.98836106,12.47557057,12.72714396,12.79960994,12.57931193,12.48036359,12.44860018,12.42499103,12.57673349,12.30675737,12.80669302,13.46483639,12.76928111,12.8798997,12.75941068,13.01999218,13.19295617,12.98780625,12.69548511,13.33360851,12.83413879
MTREX,11.71904678,11.6301133,11.48760216,11.51098284,11.38798031,11.62526136,11.73512991,11.69782183,11.52331482,11.88959497,11.48130413,12.11080995,11.6748036,12.05385809,11.90271932,11.96381769,11.97025143,11.7959554,11.84084507,12.12687479,11.80192045
MTRF1,8.852766293,7.858821884,8.713903914,8.623243537,8.525772839,8.312882955,7.962593203,8.709568935,8.834184734,8.370448803,8.468656662,9.250356298,8.740281614,8.105342882,8.936788925,9.233128043,9.118115104,8.897792232,8.604630951,9.173576679,8.425899793
MTRF1L,10.07561091,10.02209193,9.908961727,9.763772481,9.60827277,9.985841937,9.920800723,9.911355163,9.959457921,10.17446145,9.851616416,10.0944834,10.16093628,10.17849085,10.23229597,10.10979534,9.910135299,9.972517951,10.13481406,10.06724368,10.07648553
MTRNR2L1,1.048540275,0.999420211,1.021861907,2.039718467,1.022293307,1.584962501,1.576443107,0,0,0.9904437,2.044235497,1.112773552,0,0,0.998706098,1.318878773,1.116058605,1.026405616,0,0,0
MTRNR2L10,2.910856838,3.320002079,3.024476375,2.494837003,2.869940147,1,1.989249722,1.604212514,2.539971608,2.581534284,2.044235497,2.322873442,2.322266567,3.205451987,2.283922149,3.659172937,1.768911038,1.011523176,1.986804754,2.215633528,2.022802512
MTRNR2L2,1.048540275,0.977628483,1.663189427,0,1.620296556,0,0.950917715,1.003060505,0,1.011718161,0,1.763704352,0,0,0,2.757200775,0,1.665784826,0,1.107816764,0
MTRNR2L3,5.152617186,4.640586876,5.29315178,5.296514006,5.157743928,4.392317423,4.973124304,4.81429464,5.139502057,4.349662525,4.489465595,5.230525003,4.681502808,4.681246085,4.525206735,4.601355898,5.36528983,4.767664231,4.874516781,5.011277768,5.145466307
MTRNR2L4,5.252126475,4.885178571,5.280900448,4.80618432,4.762642407,4.334854269,5.081065427,4.302963526,5.213965352,4.906391512,5.231736117,5.181626008,5.101555661,4.749635593,5.113146682,5.414124707,5.20900764,4.69052546,4.65391007,4.694952392,4.654762477
MTRNR2L5,3.568463273,3.399931087,4.193207923,4.485139957,4.545377985,4.048759312,4.022654938,4.040011628,4.208233907,4.084914818,4.466822475,5.014036257,2.484264662,3.799867935,4.518961262,5.917629122,4.011726842,4.0061004,4.515362135,4.014839726,3.999279114
MTRNR2L6,6.82368478,3.904625425,5.109309534,4.734902066,4.418278164,3,2.792264999,4.473079733,6.552683296,2.780526996,4.91368279,7.712341209,4.627333934,1.019002117,4.164529529,6.894412299,7.597263273,5.221800431,4.613217777,6.878936535,2.348400991
MTRNR2L7,1.048540275,2.807785578,2.868729054,3.650013692,2.869940147,2.807354922,2.983874582,2.363354801,3.276341648,2.9713311,3.066353246,3.12395031,3.794835296,3.057006352,3.317629847,3.562594424,3.348175816,3.907890474,2.788833053,3.323450292,3.206066127
MTRNR2L8,2.943624701,5.043216086,5.444160769,4.624866485,4.342627865,4.524189078,4.440020024,4.714825439,4.840028106,4.9522185,4.664708558,3.126242092,5.053632486,5.386212955,4.16612956,3.844647334,3.710683486,5.423446981,5.127030612,4.218992803,4.913871145
MTRNR2L9,0,0,1.043811222,1.250866049,1.620296556,1.042644337,1.008902992,0,0,0.91715029,1.605198035,0,0,0,0,0,0,0,0,1.107816764,0
MTRR,9.845970338,9.946970761,9.898265899,9.871707154,10.10452137,10.16741815,10.18455926,10.09013114,10.08607628,10.19851579,9.970643651,10.50785778,10.0634156,10.58869922,10.30519163,10.14137912,10.0318989,10.00559989,10.0713833,10.43091658,10.07502273
MTSS1,11.10857603,10.52819521,11.71570416,10.90051077,10.78694073,10.39981196,10.76598183,10.54985877,10.49956925,10.6262435,11.56367798,12.06770176,11.22261094,11.05795525,11.22207313,10.47701872,11.77202826,12.08570756,10.93022259,10.88601515,10.78783235
MTSS1L,9.126393445,9.817671763,9.969853248,9.554557818,9.713664557,10.07414146,10.43446109,9.506764996,9.392871183,9.692749099,9.359886833,8.651577416,9.236148293,9.7497675,9.065071091,8.830897059,8.741964306,9.208442687,8.752442804,8.905649222,9.464239849
MTTP,4.928600354,5.084513188,5.578785204,4.849315923,3.240593112,4.459431619,3.440836692,6.841052157,4.18963368,4.859998877,3.782285113,2.583780175,2.989326378,6.883244667,5.315042043,2.98886026,2.884969644,2.052811232,3.881114404,7.67798701,2.348400991
MTURN,11.70091326,11.35863942,11.10011532,10.98034392,11.18495974,11.42101286,11.61012399,11.46333673,11.51311756,11.22097017,11.67576952,11.87007961,11.03407413,13.16054731,11.7097692,11.5078016,11.26558227,11.21252699,11.47692595,11.84159121,10.89513249
MTUS1,13.1445156,12.24969203,13.03955553,12.98704767,12.73739518,12.64692991,11.960847,13.16397976,12.98549149,12.33043635,13.27259227,13.58277321,12.02919149,12.35680876,12.95064585,12.52410758,13.13320306,13.06956466,13.41563051,13.88347035,12.46810223
MTUS2,8.088697115,7.61763264,9.149952116,8.491785993,8.904999115,9.45532722,10.41437763,8.866256219,8.790578755,9.834371436,8.564711351,8.694969055,8.189925753,8.032429958,8.496786391,9.407331987,8.414143069,7.697883937,8.912352692,9.672701596,8.015165318
MTUS2-AS1,1.661897016,1.998840423,3.06558572,3.232877282,2.642589863,3.169925001,4.147511074,1.589813287,2.290064536,3.139632247,2.373283917,1.112773552,2.57576553,0,1.997412197,1.064653506,0,2.052811232,3.436607593,2.572270869,2.839362294
MTVR2,2.434635123,2.998260634,4.340795309,2.368039807,2.869940147,3.321928095,3.565692828,3.179626574,2.290064536,2.299739053,2.642136051,2.876477905,2.797366707,2.366049645,1.582911715,2.472048886,2.232117211,2.881484858,3.436607593,3.110034846,2.839362294
MTX1,9.130016737,9.182025351,9.08927544,9.409641666,9.463765631,9.335390355,9.328962903,9.232741783,9.250666209,9.114185568,9.331202203,8.811901576,8.860147856,8.815439991,8.868093942,8.902572753,8.73488679,8.915872924,9.106934977,9.142441115,8.720354038
MTX2,9.326574662,9.250629817,9.43548421,9.305240259,9.21211731,9.257505705,9.484021944,9.323066985,9.500928123,9.438364457,9.370206441,9.71261549,9.295462319,9.216646508,9.357299749,9.824623542,9.454886026,9.4994133,9.624330886,9.819894011,9.31691539
MTX3,10.54305579,10.63809047,10.81243919,10.74344653,10.3667195,10.66462505,10.69042816,10.58649668,10.6702618,10.58393486,10.43961611,11.52204524,11.1570845,11.2955109,11.02945551,11.11706779,11.06979979,11.22408875,11.10309333,11.29891946,11.14799456
MUC1,11.25843628,8.139936062,10.26398373,10.62366714,10.57035945,8.820178962,9.518416302,11.34351878,11.07175941,10.37963234,11.25905123,13.38279722,8.396285165,7.867816422,8.901356934,11.16805341,12.40576589,9.723864785,10.29684298,12.30476128,8.568262951
MUC12,3.323794032,4.951323924,4.087447627,4.332288097,5.111466535,4.169925001,4.499247181,4.969358655,5.53765981,5.120519647,4.623612962,3.338320657,4.306551219,3.981129789,4.386634196,3.816742894,6.298874269,4.105622464,4.4937172,2.215633528,5.057006279
MUC13,9.723948186,8.247880631,9.339359372,8.85184792,8.387478167,9.631177056,9.212309796,9.579976897,10.33397316,9.223886252,9.882738951,7.978502915,7.616660312,5.808760143,8.193955236,10.97480929,8.379138816,8.013512938,8.739617872,9.183821854,7.809129416
MUC15,9.593878359,5.854584604,8.780304532,9.040222086,7.156053148,8.209453366,0.994624861,7.593023192,8.614844179,1.9808874,8.130125225,9.209452355,7.854597598,4.328647131,9.114895415,8.270424674,8.250259474,9.728024311,8.680441621,8.929774084,6.845350126
MUC16,8.088697115,9.177070505,8.575789484,7.810297692,8.939785102,8.924812504,3.786889859,7.771906235,11.7371804,10.26074869,8.29851377,5.40583277,6.634522404,8.590649001,7.612189634,13.53558021,8.473627013,6.111420531,7.504746522,5.011277768,7.966319131
MUC17,4.675893655,4.951323924,5.062504489,4.736079614,6.086935036,6.357552005,4.973124304,10.8596832,6.763869691,6.050149564,7.573269982,3.527408705,0.996442126,1.019002117,5.122646229,6.411735005,11.58157511,3.079216848,3.676025612,9.158084715,4.134065051
MUC19,5.040705251,5.903465847,5.707060431,5.272595748,4.418278164,4.523561956,3.565692828,5.924968666,4.398235338,4.130075947,5.363999855,3.849564012,3.687274019,4.475780754,3.802428579,4.439525271,4.001028249,4.643009396,3.56131027,3.323450292,4.510274739
MUC2,3.145620824,3.320002079,3.53506139,3.528133278,1.022293307,4.459431619,5.017279799,6.951948896,3.755107017,3.550703524,2.642136051,0,0,3.385051762,4.242431113,1.687435883,4.740936057,1.026405616,3.300011266,8.101334332,1.011401256
MUC20,10.22839242,9.636461341,10.1968641,10.30393136,9.595104312,9.46760555,8.48164063,10.00781544,10.13165964,9.387185965,11.01814248,9.404284212,9.475940422,7.609505867,9.467514361,10.52646409,9.282719923,10.24220446,9.61736525,9.575808794,8.457280434
MUC21,0,0,2.043723814,1.019859233,1.620296556,2.321928095,0,2.006121011,1.563212238,3.139632247,2.044235497,0,0,0,1.582911715,1.687435883,2.232117211,1.626814412,0,0,0
MUC22,4.636889406,0.977628483,4.944225283,3.0595777,0,2,1.30329686,1.010278029,4.553123955,0.9904437,2.869447292,4.01051525,1.579323404,1.590371843,1.291109017,4.081777286,4.745167681,4.099129793,1.000550405,0,0
MUC3A,6.448257535,5.041469437,6.600647111,6.804934594,5.064641729,5.584962501,5.363332966,8.537802918,8.717904385,8.260151894,7.529248677,5.46025808,4.507467692,6.136805553,5.54740176,7.073404784,8.32516285,3.679625644,5.011113109,4.528159858,5.01068037
MUC4,4.194161099,5.520359457,5.853143718,5.841672564,6.013786616,6.523561956,6.564437392,7.397610779,7.78048691,8.624148996,5.738894585,4.962337564,3.985768503,4.328647131,5.278563428,11.13676104,9.183843912,5.822209227,5.577666105,4.099409154,3.951434055
MUC5AC,3.62735338,4.904045636,2.64147471,4.902825305,14.91723375,5.64385619,11.53524839,12.8986831,12.04280545,7.674148794,11.38003865,13.8585202,1.992884252,4.16513329,4.164529529,12.19868684,7.761290636,2.383240036,5.390464305,1.107816764,7.009756447
MUC5B,10.97249768,7.91427197,8.544751809,10.19283363,9.499478211,9.430452552,9.203519038,9.15222726,9.014130314,11.12210798,11.66715237,8.9578403,6.515893307,9.20911162,6.818350191,10.17844187,8.266470596,6.06286568,7.628813785,6.857191413,8.44391414
MUC5B-AS1,0,0,0,0,0,0,2.23584459,0,0,0,0,0,0,2.230630102,2.151018524,0,0.422441154,0,0,0,0
MUC6,14.19762354,7.750391306,12.48568433,10.99964329,12.93400238,8.8008999,9.440833065,12.18979485,12.19257249,12.86508822,12.86571166,12.83560837,8.55815707,6.598786078,8.671759643,11.39502734,13.23159704,10.05803769,9.711931813,14.66340969,8.027125579
MUC7,0,0,0,0,0,2,1.989249722,1.003060505,0,0.9904437,0,0,0,0,0,0,1.116058605,0,0,0,1.603033064
MUCL1,0,0,0,0,0,3.169925001,0,1.003060505,0,0,1.022117749,0,0,0,0,0,0,0,0,1.107816764,0
MUCL3,5.132921956,5.026536866,5.789771828,4.16863672,11.13979698,6.339850003,9.790946147,11.45692185,8.601420522,6.185020622,10.48165363,11.00900429,5.440007648,3.525168144,5.241137212,8.456025912,7.462526454,3.679625644,3.881114404,2.863664793,8.47928905
MUL1,10.08333877,9.856919112,10.04461922,9.92803349,9.869869793,9.658211483,9.602741016,9.872472909,9.797371732,9.646704344,9.740200103,9.860383155,9.754703716,9.788003967,9.885038618,9.482752297,9.663071433,9.818651587,10.09033259,10.13905458,9.407544933
