Protein.Group	Genes	CGGA_P137	CGGA_P173	CGGA_P271	CGGA_P647	CGGA_P660	CGGA_P736	CGGA_P778	CGGA_P802	CGGA_P83	CGGA_P153	CGGA_P295	CGGA_P679	CGGA_P698	CGGA_P714	CGGA_P737	CGGA_P151	CGGA_P179	CGGA_P541	CGGA_P658	CGGA_P687	CGGA_P699	CGGA_P704	CGGA_P711	CGGA_P721	CGGA_P84	CGGA_P882	CGGA_2103	CGGA_P1088	CGGA_P109	CGGA_P401	CGGA_P411	CGGA_P568	CGGA_P633	CGGA_P653	CGGA_P87
O75487	GPC4	16.346800000000002	NA	26.157	29.5304	NA	NA	NA	25.2963	24.0705	13.3754	20.6162	21.5437	NA	22.5494	23.4745	13.7446	11.7058	19.6653	13.7331	18.3682	27.4522	16.0063	NA	NA	10.9916	18.7375	NA	NA	24.6389	NA	NA	NA	NA	NA	13.1521
O75489	NDUFS3	189.48	176.012	78.4525	202.818	244.672	143.787	90.0335	85.3559	110.382	87.313	147.805	143.234	145.145	174.181	143.58	239.388	262.987	232.846	149.774	132.515	252.351	187.144	209.013	164.017	191.061	203.136	163.742	244.989	121.141	198.151	114.627	215.404	107.276	175.597	198.847
O75493	CA11	NA	NA	NA	8.28908	NA	20.478	21.101	14.396	NA	NA	NA	NA	NA	NA	NA	33.224	44.9769	32.4886	NA	22.5703	NA	36.2299	NA	27.073	17.2806	24.7172	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75494	SRSF10	110.845	175.915	97.1447	99.7697	183.708	195.228	113.506	183.345	176.309	NA	81.5184	89.2237	155.049	110.479	87.5394	95.4571	90.1138	107.126	NA	148.527	68.3426	68.7843	140.361	92.5088	141.093	112.161	245.329	265.39	195.801	168.451	193.34	186.851	144.072	138.871	203.943
O75503	CLN5	35.6675	43.0693	24.328	38.4061	37.7663	30.1665	36.244	31.0075	NA	67.4689	52.1213	96.2066	49.7305	75.3478	38.6945	15.8121	NA	36.5115	57.94	38.6738	NA	NA	44.3246	NA	29.2785	NA	51.2122	NA	88.5911	26.6173	39.1949	40.1783	52.6212	NA	NA
O75506	HSBP1	125.706	112.687	137.002	143.812	132.566	106.861	117.031	166.223	68.9588	136.886	151.375	183.566	207.764	152.218	132.668	140.496	135.637	167.704	135.359	136.745	166.687	169.751	218.275	101.602	149.846	180.044	65.0171	212.413	183.295	142.701	90.1515	145.634	172.205	97.1192	121.289
O75508	CLDN11	8.62428	79.2356	289.016	20.5354	10.3942	40.5917	14.3081	132.67	56.278	997.275	449.421	1155.77	11.0769	245.412	202.855	130.344	214.835	107.164	283.481	257.524	246.22	54.7256	1028.84	314.389	147.477	41.2423	NA	525.608	114.441	360.52	73.7845	12.467	72.4977	NA	151.349
O75509	TNFRSF21	21.4535	27.2536	23.058	NA	NA	21.5025	13.0187	15.2298	NA	NA	NA	NA	NA	6.63548	18.9941	11.6635	13.6019	NA	12.07	11.1933	NA	15.0134	NA	NA	23.3909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75521	ECI2	245.615	156.948	248.298	251.245	210.961	167.211	154.854	175.628	347.486	325.998	80.2475	237.475	150.009	155.211	104.682	105.254	80.8947	102.298	164.082	163.817	122.199	123.231	121.211	113.399	169.875	108.043	132.76	310.334	133.893	128.226	101.159	81.9931	380.018	245.089	108.435
O75525	KHDRBS3	236.12	248.174	223.208	147.362	345.515	419.994	266.647	178.533	220.563	144.576	114.83	285.909	275.898	425.191	206.321	170.896	166.409	162.518	337.188	158.587	214.475	294.058	199.369	245.338	288.918	274.609	533.215	469.398	459.386	426.181	608.933	977.335	446.503	522.356	305.543
O75531	BANF1	28.3577	15.0882	12.8429	NA	21.9543	12.037	NA	18.8199	NA	6.15304	24.9643	25.7811	NA	NA	NA	11.9887	17.6252	NA	NA	NA	11.1722	11.2073	NA	10.6246	NA	12.9344	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75533	SF3B1	124.782	180.052	136.43	107.231	174.051	158.103	151.212	154.542	191.6	108	135.806	139.864	176.087	123.603	113.123	103.499	78.0141	99.828	122.402	109.726	113.752	98.3551	94.3808	91.8666	160.328	143.577	306.838	342.753	258.242	237.598	315.723	256.874	189.635	223.947	325.896
O75534	CSDE1	68.4465	86.4353	83.4122	83.9088	81.1455	100.286	91.4071	96.663	83.756	101.96	54.2838	70.0867	108.504	93.8279	91.0933	110.058	95.6928	93.4316	105.141	93.4425	110.019	116.351	89.8488	99.7038	94.2649	92.1952	87.7229	109.706	92.5502	106.12	103.982	85.4463	98.5266	81.9751	112.825
O75553	DAB1	NA	NA	NA	4.52467	NA	NA	NA	NA	NA	NA	NA	4.58085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.25823	NA	8.42165	NA	NA	NA	NA	NA	10.6658	8.38959	NA	3.15821	NA
O75563	SKAP2	NA	29.371	23.2033	21.3873	27.2425	NA	32.9361	NA	NA	30.574	NA	NA	33.2703	56.0459	33.5367	13.5841	NA	NA	40.6355	32.7737	NA	NA	NA	NA	37.8346	NA	NA	65.4907	NA	NA	NA	NA	NA	21.5346	NA
O75569	PRKRA	79.2136	102.972	49.6183	89.4097	103.875	89.6785	78.628	85.7032	99.3652	64.7828	67.074	30.6531	93.7371	63.5522	43.6045	112.095	87.5075	75.4506	74.5224	47.2073	74.4975	100.42	66.3756	67.5892	102.561	79.5777	50.8561	62.7201	78.788	115.917	105.824	130.728	115.833	98.4462	92.9441
O75582	RPS6KA5	42.256	45.0019	32.5949	61.0086	47.2343	56.8341	49.9747	69.3094	59.6688	68.7372	NA	16.8056	35.789	68.3757	49.2757	28.5949	44.7555	51.4427	59.5652	70.1724	60.0975	61.7049	39.1179	39.4886	41.8518	48.6987	36.4011	33.2808	73.1761	49.0838	43.3068	52.6762	42.9142	36.4969	30.3671
O75592	MYCBP2	59.1099	39.3309	38.3945	38.0782	36.6201	46.4158	31.6903	58.2456	34.8748	24.723	16.988	36.6074	38.8375	53.8768	42.8584	39.6125	35.9057	29.5716	30.9138	44.6219	19.2049	34.9946	30.5862	29.6844	42.5009	31.4165	NA	40.9285	32.4804	25.0764	32.6836	36.9051	32.0518	27.3948	33.2915
O75600	GCAT	29.1464	19.6846	70.7036	28.9366	NA	NA	19.9662	NA	NA	29.4697	NA	NA	NA	NA	31.1809	13.2741	NA	NA	19.7705	NA	NA	NA	19.0721	NA	18.4066	NA	NA	NA	NA	NA	16.5713	NA	NA	NA	NA
O75607	NPM3	10.5274	10.1318	NA	NA	NA	NA	NA	NA	9.80118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2638	25.6146	NA	9.12011	9.30939
O75608	LYPLA1	122.135	108.736	175.69	124.225	141.297	131.066	120.078	117.882	175.509	121.044	184.904	128.226	122.323	155.669	111.174	97.5273	100.049	95.0772	129.781	145.867	88.8675	120.392	100.023	110.204	108.162	153.371	157.912	129.11	130.037	154.608	172.421	117.016	163.765	214.952	143.027
O75616	ERAL1	8.31603	NA	17.4525	15.185	18.0748	13.8483	12.8957	24.1854	22.6691	NA	NA	NA	21.9527	NA	NA	12.5066	14.1171	NA	NA	NA	NA	18.5302	NA	NA	NA	NA	30.9894	14.2671	NA	22.1339	20.6661	NA	25.2913	26.2606	NA
O75628	REM1	NA	NA	NA	NA	15.0474	33.3374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2973	NA	NA	NA	12.8699	NA
O75629	CREG1	NA	49.3654	43.11	42.2701	51.7938	58.9052	36.2728	77.6513	NA	80.0341	48.8157	NA	46.6857	62.6576	62.9432	36.4324	44.2087	34.2088	54.836	33.7899	39.7996	39.2722	45.9076	NA	35.621	NA	55.7393	NA	NA	27.9518	36.8755	58.5417	26.3577	38.9991	NA
O75635	SERPINB7	49.0547	39.3313	51.7631	161.903	52.3825	66.2185	43.7482	97.2415	47.4992	45.2218	41.1507	54.1636	19.3428	57.7968	58.145	68.6546	105.864	79.8215	86.5589	103.251	113.7	63.5981	79.8947	82.0035	39.9286	74.5943	19.678	24.7717	97.5635	53.394	37.3644	21.3533	28.9433	74.3534	45.8439
O75636	FCN3	NA	17.7784	NA	NA	NA	NA	NA	NA	21.0665	NA	31.0401	80.6352	NA	NA	35.8933	NA	NA	38.184	17.4883	NA	NA	NA	NA	48.8615	20.5862	NA	30.2776	32.3516	34.087	25.3494	32.1205	30.3127	34.4569	NA	39.4126
O75643	SNRNP200	123.3	189.801	99.0737	98.3742	162.908	156.268	158.537	164.875	183.185	79.5503	101.848	161.141	156.686	146.422	108.548	102.425	73.3062	90.0295	110.844	88.052	99.8789	92.8349	93.5284	104.305	159.593	138.898	355.825	332.108	212.159	220.346	336.52	239.366	179.898	238.313	260.13
O75648	TRMU	28.1037	23.2663	16.8853	18.0996	23.1057	16.056	NA	17.67	NA	NA	NA	NA	NA	NA	17.0858	NA	NA	14.1491	NA	NA	NA	NA	NA	NA	12.6502	NA	24.4621	NA	NA	NA	NA	NA	NA	33.605	NA
O75663	TIPRL	98.026	82.3966	100.615	89.7204	90.5489	101.496	111.186	79.7873	69.8674	109.373	131.394	69.2358	123.742	111.808	95.7531	144.326	130.138	114.92	112.936	123.207	106.566	128.681	88.6184	97.1993	117.633	125.168	103.154	80.6781	114.877	128.17	122.209	104.095	133.557	111.832	127.593
O75674	TOM1L1	NA	NA	NA	NA	NA	NA	21.3882	NA	NA	NA	56.9946	17.981	NA	NA	NA	27.5666	26.5981	28.0385	29.4504	NA	26.2433	29.6228	30.3135	35.5097	21.568	18.7236	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75688	PPM1B	156.602	134.118	173.211	129.06	105.817	129.294	137.617	127.781	129.033	127.063	122.999	93.2921	109.944	116.147	129.313	110.515	117.99	107.665	142.863	112.917	94.879	103.497	96.5149	104.22	125.594	87.4723	53.5815	105.116	104.306	106.993	115.11	150.1	118.356	116.242	103.011
O75689	ADAP1	41.5447	33.5434	79.4327	75.3665	34.7255	75.6998	71.2202	56.5975	61.3235	131.818	75.218	122.354	80.3371	74.4523	81.2868	172.648	137.538	140.545	132.443	62.7142	125.218	152.467	128.034	133.333	67.772	133.815	NA	72.9817	56.0111	93.0396	30.7047	25.1721	83.5711	40.6593	68.4657
O75694	NUP155	78.3888	96.706	66.9614	62.5684	135.441	103.57	80.3611	99.3768	95.4419	42.6856	51.0839	119.85	65.2157	70.6444	79.3052	41.3354	36.8757	54.0574	69.5483	85.6237	61.0308	61.5903	56.9065	60.7735	68.5252	78.7957	130.298	182.179	96.4006	98.3629	90.4364	94.294	95.7909	75.4047	126.623
O75695	RP2	259.982	148.745	150.317	144.78	200.606	193.643	98.5969	198.954	282.476	103.323	65.66	150.817	72.813	114.516	107.625	59.863	49.0382	42.817	116.421	121.03	95.7539	82.6363	97.8435	128.248	97.61	59.9975	125.703	170.753	108.474	88.6895	122.794	89.0638	117.102	106.309	57.2997
O75718	CRTAP	NA	37.6531	25.7839	NA	NA	23.5719	29.0856	26.2454	21.4661	25.9384	25.0873	47.9705	25.2344	27.3385	NA	NA	NA	25.4337	NA	NA	NA	NA	33.1006	NA	NA	NA	106.211	47.2753	44.8563	39.0152	51.2549	51.1022	31.7328	36.9201	85.1431
O75746	SLC25A12	257.353	275.773	334.428	418.708	255.973	349.507	347.469	340.173	449.663	159.664	489.062	436.572	546.161	275.669	304.599	420.474	493.929	475.829	301.219	254.82	477.077	386.654	409.331	372.599	314.898	419.006	100.34	278.706	107.758	336.255	174.954	265.185	282.208	246.935	373.589
O75781	PALM	379.951	298.646	472.205	615.979	452.946	541.25	798.444	568.024	321.326	482.542	947.962	657.075	463.577	566.446	591.077	1226.32	1024.79	846.381	673.557	641.301	839.991	793.648	1014.95	838.217	1056.89	864.189	39.0761	490.512	240.092	742.671	225.428	305.112	430.843	362.131	506.794
O75787	ATP6AP2	101.139	89.9186	89.7873	68.3048	105.387	89.3616	63.5886	97.7879	134.389	62.754	122.843	154.265	116.559	90.4345	92.6707	71.3666	106.633	119.409	91.5842	77.906	88.0273	101.565	140.618	64.3903	97.1728	109.564	88.9983	159.922	89.5371	62.2347	25.9419	94.9628	83.2875	74.4534	121.363
O75792	RNASEH2A	74.753	34.872	118.667	51.09	55.3731	59.2288	56.7548	119.825	NA	48.8253	NA	103.42	48.2633	64.1235	252.228	91.9426	117.238	117.819	60.1083	NA	NA	NA	NA	NA	66.6506	62.0396	77.8016	80.4044	118.589	NA	94.2415	60.1769	125.908	138.985	118.189
O75794	CDC123	37.1201	28.5488	26.5423	29.4714	40.7338	33.0085	25.4331	27.5523	25.9461	28.2201	NA	39.8258	37.1225	44.9623	29.7328	16.4626	16.5258	NA	29.14	32.1552	NA	28.507	NA	23.6829	22.8697	25.6427	27.4612	34.7479	NA	NA	NA	27.7187	37.0208	38.2957	39.981
O75795	UGT2B17	NA	16.5803	116.488	27.6491	31.7071	NA	NA	NA	NA	28.6236	82.2625	NA	52.8427	NA	73.1663	NA	127.071	NA	NA	31.2004	NA	NA	NA	NA	19.0126	40.7025	NA	NA	58.8839	76.4371	88.8106	NA	33.3961	NA	NA
O75800	ZMYND10	37.1898	32.6976	32.5096	34.2804	30.8592	18.6834	30.6874	31.0969	38.137	27.1919	34.5993	34.1639	NA	27.804	30.3133	24.4105	30.8512	NA	40.6132	29.7295	45.8752	31.4493	46.7622	NA	27.2696	29.5741	NA	NA	NA	22.4335	NA	NA	25.921	28.2619	19.1119
O75815	BCAR3	6.23738	NA	6.81091	13.4578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.94297	NA	7.50804	NA	NA	NA	10.3793	NA	10.3734	8.70209	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75821	EIF3G	96.4998	113.207	98.9487	89.1867	95.0459	103.1	110.419	105.473	101.811	71.8706	90.6363	61.7695	89.9036	84.7285	80.5015	72.1816	60.2292	53.2174	71.2206	72.7016	83.6342	70.1633	67.9472	64.401	78.786	114.563	112.021	96.2096	100.955	112.286	145.129	136.619	85.1975	111.959	122.369
O75822	EIF3J	155.193	190.291	191.156	178.588	181.655	170.133	153.974	176.228	192.03	146.386	216.114	118.931	213.737	151.974	172.814	122.775	112.991	112.958	137.35	158.186	170.898	155.478	151.655	126.599	165.252	188.682	196.947	141.432	135.882	176.53	229.948	178.979	161.89	219.918	233.539
O75828	CBR3	283.247	136.084	378.574	362.594	275.482	309.908	299.741	558.692	264.935	361.044	442.447	355.468	389.823	447.841	478.159	267.775	317.008	333.043	409.12	568.974	290.259	340.211	380.658	185.356	287.562	330.996	308.314	344.978	319.9	384.686	209.052	289.913	350.737	277.663	309.164
O75832	PSMD10	269.735	254.177	220.227	155.199	219.687	215.385	112.991	234.304	263.756	198.229	158.84	120.553	141.124	162.057	153.783	144.614	158.61	111.366	202.197	259.671	151.717	174.212	127.125	138.547	213.463	119.572	124.174	164.719	175.386	222.306	143.84	202.895	164.562	202.35	248.933
O75844	ZMPSTE24	166.393	148.24	135.318	61.1995	140.148	125.313	202.495	143.04	94.5141	163.609	91.6736	158.682	149.75	180.004	149.531	60.1623	76.3389	77.124	94.1756	68.4732	74.2205	58.1251	88.8156	79.6915	73.4658	70.9174	185.412	166.207	139.402	85.653	103.085	110.187	104.531	94.0916	157.002
O75874	IDH1	937.887	752.738	699.193	379.143	837.018	602.656	466.528	423.973	563.507	620.856	753.559	525.699	701.864	555.543	416.26	316.881	251.437	326.057	517.228	696.978	360.663	559.261	349.48	560.881	547.814	550.62	561.862	439.418	646.64	622.375	909.196	834.689	539.565	686.229	687.767
O75879	GATB	26.4027	33.5539	54.5208	55.1287	29.8741	35.9216	22.8955	33.1825	63.103	20.5372	10.775	21.2955	33.2554	24.4817	18.8329	19.7684	25.9746	20.9261	21.9209	19.5345	32.2497	26.3428	16.7261	25.4934	28.6156	25.0036	15.0293	40.2588	28.7991	28.5022	21.6401	43.6171	52.2007	65.9464	22.055
O75880	SCO1	66.4747	63.3328	83.9233	79.7406	86.2133	79.5208	49.6963	78.4912	133.729	61.8289	59.6238	79.2403	78.9911	47.4646	79.2014	68.8151	57.4316	74.6212	56.0777	54.5732	71.3796	67.557	64.0475	56.8295	63.7161	61.449	60.8171	103.871	69.9581	80.6142	73.5346	103.551	111.103	127.931	55.7259
O75881	CYP7B1	NA	23.379	NA	24.5722	28.9399	NA	9.8626	33.2522	31.0548	31.6209	NA	17.8396	NA	21.4328	31.4097	8.0878	13.4134	20.4063	18.218	24.363	19.9197	NA	20.635	17.592	26.3178	23.5567	NA	NA	12.2435	21.071	NA	23.2124	15.7396	NA	NA
O75882	ATRN	40.1147	39.1481	26.7747	34.672	50.5113	41.514	22.1422	48.6628	39.9482	55.4174	42.5067	101.767	37.5364	62.8959	59.1887	33.6877	41.112	84.3097	63.5029	41.8948	34.2378	41.69	47.591	41.0118	31.4307	67.4086	31.8051	40.2884	52.7067	54.7679	40.1608	71.4325	62.2731	23.849	62.6892
O75884	RBBP9	125.749	160.081	260.215	206.837	169.23	213.655	221.398	223.572	126.481	213.195	158.934	119.051	91.8163	140.18	142.191	102.9	94.118	123.059	192.773	253.596	106.941	115.113	111.248	97.3195	133.097	187.705	149.629	132.675	169.75	183.852	132.743	163.036	164.735	115.338	157.32
O75886	STAM2	59.863	65.8319	66.3095	64.8242	69.3913	59.7638	55.8566	63.3431	64.8319	71.5666	57.423	46.6574	74.6285	87.6669	63.1842	44.1523	44.2917	55.7221	54.4632	56.7406	52.7506	53.2291	62.1525	56.6413	67.0722	61.9197	50.1077	65.8552	56.7471	53.1788	84.9254	61.0215	56.3792	49.7225	48.7588
O75891	ALDH1L1	344.582	294.388	269.904	396.927	328.644	308.104	255.398	381.917	234.482	185.037	740.866	276.193	212.46	204.516	264.339	244.637	347.633	274.47	246.714	328.672	238.831	369.7	254.279	257.351	406.784	344.094	78.4019	225.412	54.0549	234.566	151.488	46.5268	271.669	189.65	175.649
O75896	TUSC2	18.3995	20.8092	39.1569	27.6808	NA	40.56	33.8024	37.2192	18.2659	35.3612	NA	40.3507	24.3734	NA	36.452	79.5097	44.0974	63.2099	41.4253	42.8438	74.9032	71.6484	55.8383	35.9591	46.8614	53.7649	NA	NA	NA	45.3544	37.9419	NA	22.7355	17.2559	NA
O75899	GABBR2	66.933	82.0344	64.8202	53.1715	63.3508	132.698	101.839	72.5791	91.8822	34.9624	59.7387	93.705	66.9808	55.1256	57.9497	191.409	187.255	142.621	83.1521	68.3757	133.552	119.646	125.51	138.136	129.477	96.4696	NA	54.4343	NA	76.6458	NA	27.3149	60.7663	35.454	74.1153
O75907	DGAT1	16.7904	16.7628	18.2301	14.1323	26.6409	15.3885	18.4537	17.2467	11.5326	NA	11.7426	14.0262	24.6701	17.3613	NA	11.0143	9.63096	14.2194	11.6629	13.3864	11.5059	22.0556	17.4207	12.5019	15.5585	18.5276	31.3711	32.3957	14.6724	29.2445	22.087	18.378	26.1031	NA	NA
O75911	DHRS3	37.1533	48.5548	21.5649	33.128	36.4773	37.2433	31.7498	50.0432	NA	36.7357	36.7733	40.7393	27.741	23.8985	64.6068	26.9045	NA	NA	22.1313	NA	11.7261	8.41585	NA	10.9565	22.0533	11.0773	38.835	28.4955	25.5568	NA	25.9757	31.7534	25.9334	NA	NA
O75914	PAK3	36.3588	23.403	33.8377	38.8053	37.7293	26.0892	41.6713	28.8044	27.9088	35.932	47.3188	27.0878	43.2889	28.8934	35.8673	89.6564	85.6801	71.8208	50.251	43.3531	60.9494	78.0999	67.1247	54.7248	64.2558	45.6469	NA	46.156	NA	38.5564	34.817	37.6193	27.6228	NA	37.0762
O75915	ARL6IP5	1055.32	894.312	935.163	996.773	1019.23	803.943	1723.77	1090.75	895.32	1438.63	813.514	1205.36	973.895	1573.23	1503.51	708.199	588.324	756.454	879.893	905.778	1009.24	848.68	937.615	685.188	1184.14	1125.01	915.97	1451.11	863.787	766.596	849.689	461.434	941.336	909.38	311.616
O75923	DYSF	NA	28.3703	NA	36.4473	30.6402	27.0771	91.3231	27.873	23.872	50.4898	57.8949	43.6264	55.4674	52.3544	40.1592	32.8558	35.6468	30.384	NA	NA	20.5471	NA	38.7966	NA	NA	NA	65.9796	45.6585	50.5241	31.6441	29.0114	47.6614	104.157	29.5254	37.7287
O75934	BCAS2	36.2012	41.9632	36.1431	37.0859	40.9643	42.2574	35.8634	52.8157	40.0979	26.7265	NA	23.0056	39.5381	34.7673	30.8509	22.7633	NA	NA	27.9945	27.5403	NA	26.2688	NA	22.2815	39.5409	27.6212	68.0642	81.0912	52.8295	45.6753	53.5108	48.9622	41.5738	51.2015	63.1896
O75935	DCTN3	199.338	230.602	237.844	229.682	189.474	199.293	258.21	270.078	215.063	288.874	173.122	224.663	215.579	225.018	319.83	209.641	269.798	246.641	269.396	264.897	253.471	215.642	235.02	246.517	193.171	235.406	133.519	276.572	159.027	214.832	156.785	192.632	140.255	252.512	180.338
O75936	BBOX1	748.078	587.672	340.058	724.803	363.784	569.036	227.251	796.086	334.896	159.481	236.269	162.23	100.016	274.069	543.56	113.14	87.5608	72.0632	217.671	396.36	390.103	219.611	276.859	196.146	344.001	152.052	85.8527	92.1825	149.991	145.271	77.2494	57.4226	213.534	50.2323	34.7944
O75937	DNAJC8	106.195	106.826	81.0938	91.7991	96.6796	88.8623	103.231	100.792	89.0179	89.1775	83.5694	97.7198	95.4862	114.423	83.1229	69.8238	55.2171	64.7761	103.999	94.2162	74.1135	95.4942	95.888	76.0001	89.8308	92.1166	124.954	132.219	152.106	120.43	124.393	128.572	105.03	118.451	145.458
O75940	SMNDC1	NA	8.83525	NA	NA	NA	15.3605	NA	13.7819	NA	NA	NA	NA	NA	NA	NA	NA	12.1509	NA	17.6546	NA	NA	NA	NA	NA	9.75413	NA	NA	14.6936	27.6357	NA	28.3934	29.6952	NA	16.7329	63.3917
O75947	ATP5PD	938.792	741.035	1304.49	1176.88	799.911	941.064	701.948	998.606	1254.59	502.239	566.691	1159.08	512.988	492.024	703.11	981.39	675.799	701.465	737.38	672.802	875.217	867.99	1107.18	851.856	841.827	962.515	495.926	828.475	377.05	838.914	410.973	632.469	1067.8	1023.06	731.24
O75954	TSPAN9	28.1528	NA	NA	26.6638	32.843	NA	39.0456	36.6409	NA	NA	NA	49.1884	36.5479	41.3789	34.3789	23.7634	NA	NA	23.9357	NA	45.1097	30.5331	NA	NA	22.9365	30.5225	33.7488	44.6089	NA	NA	NA	41.5959	NA	NA	NA
O75955	FLOT1	183.489	175.411	37.9304	136.71	350.791	134.238	91.5253	82.1848	298.558	119.433	189.618	228.514	251.299	239.356	122.765	233.657	372.162	283.855	174.677	151.992	280.198	182.085	219.329	113.111	164.526	200.798	175.112	254.92	86.0445	122.744	67.0668	182	85.4742	165.957	215.656
O75962	TRIO	NA	28.4667	31.6935	40.7685	34.0346	39.6119	38.4377	31.3524	38.1858	30.1139	30.3283	25.7214	63.3055	40.5263	37.5106	64.6731	60.5288	59.6713	37.2798	40.0066	54.5818	64.9195	46.8716	56.1749	50.8603	48.5517	45.5255	44.7332	28.5556	45.7622	72.4845	61.8095	57.0126	42.8537	49.7432
O75964	ATP5MG	1514.84	1075.52	2155.9	1984.19	1203.63	1440.88	1360.57	1309.61	2320.04	745.572	971.666	2306.18	848.695	774.2	992.529	1526.54	1012.11	1117.2	1186.24	1038.5	1379.08	1577.77	1780.99	1853.73	1190.8	1480.89	915.657	1248.04	556.604	1369.69	710.931	972.51	1767.77	1833.51	1230.94
O75970	MPDZ	24.7515	33.4374	18.494	28.4037	36.0162	25.2321	23.4102	32.0021	28.2522	27.7143	18.6382	17.8864	16.1307	23.3441	25.2581	18.3618	20.6419	17.3617	23.1178	19.5345	25.0984	24.2598	19.6439	19.248	21.0905	17.8628	NA	21.053	21.48	18.701	23.6098	23.2286	28.5266	19.2599	20.0014
O75973	C1QL1	32.8332	NA	18.6459	NA	NA	NA	21.4529	NA	NA	87.5339	NA	32.2312	80.2521	63.9989	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.468	NA	NA	22.4465	46.7979	22.4557	92.5196	21.0094	52.4465	20.3573	105.624	NA
O75976	CPD	45.8464	41.7267	40.5815	36.0491	46.5092	52.0627	41.1327	42.376	33.6264	53.0833	65.7225	61.5295	77.1448	41.4145	57.5205	43.6781	51.3183	62.1877	46.727	41.9315	53.153	55.8343	72.9677	43.6183	45.7085	40.9887	71.6023	65.7972	67.0813	79.285	62.242	70.8368	56.2837	76.8227	71.7388
O75995	SASH3	10.2871	15.552	17.2038	NA	16.5161	NA	13.8705	12.9242	24.0945	15.586	22.1307	NA	19.7039	NA	NA	11.5981	NA	NA	NA	12.3036	NA	9.90696	8.134	15.8374	NA	NA	NA	NA	17.8164	NA	11.5962	NA	12.502	NA	NA
O76003	GLRX3	88.9119	97.3426	89.205	52.7683	85.9159	88.3544	78.2692	88.3899	100.181	115.727	81.2434	90.0643	106.672	109.421	79.4245	67.168	65.1924	78.5162	95.2194	87.2115	68.8002	84.2332	101.893	82.0908	66.8427	89.3	105.791	112.788	100.901	90.1558	94.7965	113.148	87.033	54.5541	171.176
O76021	RSL1D1	46.2361	63.0549	35.4605	32.3967	56.8816	75.3493	29.5743	65.1857	40.8268	17.3056	52.7627	40.3714	57.1324	49.9928	NA	30.0767	NA	18.9296	NA	NA	18.6231	13.0226	NA	30.6823	34.6986	55.7165	84.3423	65.1414	88.5698	85.3513	110.526	62.6608	56.6235	55.5977	112.528
O76024	WFS1	203.344	177.052	150.63	113.887	114.509	112.575	195.989	203.94	120.258	120.52	137.406	199.528	100.949	125.05	106.062	86.0102	126.892	89.2349	101.629	71.0638	129.237	66.0767	139.406	105.065	88.1952	55.3407	50.2206	96.9795	77.5697	72.1023	55.7596	51.3581	115.191	63.7026	81.3238
O76031	CLPX	52.2719	52.4189	54.0348	48.2049	62.7197	54.6597	47.5265	48.109	69.6356	38.606	34.8826	42.2047	40.2493	40.9269	53.5523	27.3212	32.8246	43.2953	42.7828	44.1829	35.269	36.8201	45.4706	39.5004	41.9793	41.3407	86.31	60.0691	51.6112	49.9896	55.7795	64.0013	62.7953	81.9628	63.5249
O76038	SCGN	70.9204	NA	NA	77.7736	NA	NA	21.2031	NA	44.1048	NA	40.1067	270.311	NA	NA	NA	35.9489	56.0375	37.9039	37.0161	NA	NA	NA	NA	NA	NA	NA	26.9296	32.8276	NA	NA	NA	NA	75.9901	NA	NA
O76039	CDKL5	58.3616	61.9869	46.7217	50.5749	43.8298	42.7323	54.8088	47.9059	58.5597	54.542	44.1442	NA	45.1571	55.9202	49.5792	63.6495	63.1786	58.9659	58.6959	59.1781	71.8659	66.1923	70.6816	71.3785	71.8515	44.0835	72.2505	53.3798	52.0402	49.3555	60.5702	61.402	48.0283	57.6931	63.6996
O76041	NEBL	111.674	67.0541	84.5513	173.177	64.6585	74.0627	64.8132	145.277	94.5325	64.4816	56.8626	21.0294	33.5621	50.2452	91.6811	85.9532	90.9283	74.5779	48.2295	111.075	93.6996	91.1762	95.8829	73.28	91.9453	52.9165	133.436	34.6435	9.9828	65.5121	NA	12.5509	38.7188	29.7914	66.6813
O76054	SEC14L2	171.168	279.13	240.921	255.321	148.071	278.798	186.908	282.928	171.499	328.085	197.029	222.689	193.917	261.895	206.67	157.035	152.188	173.918	190.733	290.034	143.299	221.189	232.973	140.748	231.909	220.462	48.8979	136.427	147.373	180.853	114.574	48.1648	154.402	177.241	121.079
O76061	STC2	NA	NA	11.4985	NA	NA	12.8859	NA	NA	NA	14.8372	NA	NA	NA	NA	NA	NA	NA	NA	9.30596	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.9637	NA	NA	14.9646	24.3722	NA	NA
